id,units,title,Date of Release,notes
GASPRMRMW,Dollars per Gallon,PADD IV (Rocky Mountain District) Premium All Formulations Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. Premium Gasoline has an antiknock index (average of the research octane rating and the motor octane number) greater than 90. Octane requirements may vary by altitude. PADD IV (Petroleum Administration for Defense District) represents the Rocky Mountain District and includes the following states: Colorado, Idaho, Montana, Utah, and Wyoming."
GASPRMW,Dollars per Gallon,US Premium All Formulations Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. Premium Gasoline has an antiknock index (average of the research octane rating and the motor octane number) greater than 90. Octane requirements may vary by altitude."
GASPRMWCW,Dollars per Gallon,PADD V (West Coast District) Premium All Formulations Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. Premium Gasoline has an antiknock index (average of the research octane rating and the motor octane number) greater than 90. Octane requirements may vary by altitude. PADD V (Petroleum Administration for Defense District) represents the West Coast District and includes the following states: Alaska (North Slope and Other Mainland), Arizona, California, Hawaii, Nevada, Oregon, and Washington."
GASREGCOVECW,Dollars per Gallon,PADD I (East Coast District) Regular Conventional Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline. PADD I (Petroleum Administration for Defense District) represents the East Coast District and includes the following states: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, Delaware, District of Columbia, Maryland, New Jersey, New York, Pennsylvania, Florida, Georgia, North Carolina, South Carolina, Virginia, and West Virginia."
GASREGCOVGCW,Dollars per Gallon,PADD III (Gulf Coast District) Regular Conventional Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline. PADD III (Petroleum Administration for Defense District) represents the Gulf Coast District and includes the following states: Alabama, Arkansas, Louisiana, Mississippi, New Mexico, and Texas."
GASREGCOVMWW,Dollars per Gallon,PADD II (Midwest District) Regular Conventional Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline. PADD II (Petroleum Administration for Defense District) represents the Midwest District and includes the following states: Illinois, Indiana, Iowa, Kansas, Kentucky, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, Oklahoma, South Dakota, Tennessee, and Wisconsin."
GASREGCOVRMW,Dollars per Gallon,PADD IV (Rocky Mountain District) Regular Conventional Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline. PADD IV (Petroleum Administration for Defense District) represents the Rocky Mountain District and includes the following states: Colorado, Idaho, Montana, Utah, and Wyoming."
GASREGCOVW,Dollars per Gallon,US Regular Conventional Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline."
GASREGCOVWCW,Dollars per Gallon,PADD V (West Coast District) Regular Conventional Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline. PADD V (Petroleum Administration for Defense District) represents the West Coast District and includes the following states: Alaska (North Slope and Other Mainland), Arizona, California, Hawaii, Nevada, Oregon, and Washington."
GASREGECW,Dollars per Gallon,PADD I (East Coast District) Regular All Formulations Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions.  Regular Gasoline has an antiknock index (average of the research octane rating and the motor octane number) greater than or equal to 85 and less than 88. Octane requirements may vary by altitude. PADD I (Petroleum Administration for Defense District) represents the East Coast District and includes the following states: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, Delaware, District of Columbia, Maryland, New Jersey, New York, Pennsylvania, Florida, Georgia, North Carolina, South Carolina, Virginia, and West Virginia."
GASREGGCW,Dollars per Gallon,PADD III (Gulf Coast District) Regular All Formulations Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions.  Regular Gasoline has an antiknock index (average of the research octane rating and the motor octane number) greater than or equal to 85 and less than 88. Octane requirements may vary by altitude. PADD III (Petroleum Administration for Defense District) represents the Gulf Coast District and includes the following states: Alabama, Arkansas, Louisiana, Mississippi, New Mexico, and Texas."
GASREGMWW,Dollars per Gallon,PADD II (Midwest District) Regular All Formulations Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions.  Regular Gasoline has an antiknock index (average of the research octane rating and the motor octane number) greater than or equal to 85 and less than 88. Octane requirements may vary by altitude. PADD II (Petroleum Administration for Defense District) represents the Midwest District and includes the following states: Illinois, Indiana, Iowa, Kansas, Kentucky, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, Oklahoma, South Dakota, Tennessee, and Wisconsin."
GASREGREFECW,Dollars per Gallon,PADD I (East Coast District) Regular Reformulated Gas Price,,"Weighted average based on sampling of approximately 900 retail outlets, 8:00AM Monday. The price represents self-service unless only full-service is available and includes all taxes. See (http://www.eia.doe.gov/oil_gas/petroleum/data_publications/wrgp/mogas_home_page.html) for further definitions. All Formulations includes both conventional gasoline and reformulated gasoline. PADD I (Petroleum Administration for Defense District) represents the East Coast District and includes the following states: Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont, Delaware, District of Columbia, Maryland, New Jersey, New York, Pennsylvania, Florida, Georgia, North Carolina, South Carolina, Virginia, and West Virginia."
