id,units,title,notes,Mean
DEXSLUS,Sri Lankan Rupees to One U.S. Dollar,Sri Lanka / U.S. Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,0.012306363
DEXSZUS,Swiss Francs to One U.S. Dollar,Switzerland / U.S. Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,-0.000302095
DEXTAUS,New Taiwan Dollars to One U.S. Dollar,Taiwan / U.S. Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,-0.001116751
DEXTHUS,Thai Baht to One U.S. Dollar,Thailand / U.S. Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,0.001528571
DEXUSAL,U.S. Dollars to One Australian Dollar,U.S. / Australia Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,-3.13E-05
DEXUSEU,U.S. Dollars to One Euro,U.S. / Euro Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,-1.74E-05
DEXUSNZ,U.S. Dollars to One New Zealand Dollar,U.S. / New Zealand Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,-3.96E-05
DEXUSUK,U.S. Dollars to One British Pound,U.S. / U.K. Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,-7.45E-05
DEXVZUS,Venezuelan Bolivares to One U.S. Dollar,Venezuela / U.S. Foreign Exchange Rate,Noon buying rates in New York City for cable transfers payable in foreign currencies.,0.001187915
DFEDTARL,Percent,Federal Funds Target Range - Lower Limit,This series represents lower limit of the federal funds target range established by the Federal Open Market Committee.,0
DFEDTARU,Percent,Federal Funds Target Range - Upper Limit,This series represents upper limit of the federal funds target range established by the Federal Open Market Committee,0
DFF,Percent,Effective Federal Funds Rate,"The federal funds rate is the interest rate at which depository institutions trade federal funds (balances held at Federal Reserve Banks) with each other overnight. When a depository institution has surplus balances in its reserve account, it lends to other banks in need of larger balances. In simpler terms, a bank with excess cash, which is often referred to as liquidity, will lend to another bank that needs to quickly raise liquidity. (1) The rate that the borrowing institution pays to the lending institution is determined between the two banks; the weighted average rate for all of these types of negotiations is called the effective federal funds rate.(2) The effective federal funds rate is essentially determined by the market but is influenced by the Federal Reserve through open market operations to reach the federal funds rate target.(2) The Federal Open Market Committee (FOMC) meets eight times a year to determine the federal funds target rate. As previously stated, this rate influences the effective federal funds rate through open market operations or by buying and selling of government bonds (government debt).(2) More specifically, the Federal Reserve decreases liquidity by selling government bonds, thereby raising the federal funds rate because banks have less liquidity to trade with other banks. Similarly, the Federal Reserve can increase liquidity by buying government bonds, decreasing the federal funds rate because banks have excess liquidity for trade. Whether the Federal Reserve wants to buy or sell bonds depends on the state of the economy. If the FOMC believes the economy is growing too fast and inflation pressures are inconsistent with the dual mandate of the Federal Reserve, the Committee may set a higher federal funds rate target to temper economic activity. In the opposing scenario, the FOMC may set a lower federal funds rate target to spur greater economic activity. Therefore, the FOMC must observe the current state of the economy to determine the best course of monetary policy that will maximize economic growth while adhering to the dual mandate set forth by Congress. In making its monetary policy decisions, the FOMC considers a wealth of economic data, such as: trends in prices and wages, employment, consumer spending and income, business investments, and foreign exchange markets.  The federal funds rate is the central interest rate in the U.S. financial market. It influences other interest rates such as the prime rate, which is the rate banks charge their customers with higher credit ratings. Additionally, the federal funds rate indirectly influences longer- term interest rates such as mortgages, loans, and savings, all of which are very important to consumer wealth and confidence.(2) References (1) Federal Reserve Bank of New York. _ÑÒFederal funds._Ñù Fedpoints, August 2007.  (2) Board of Governors of the Federal Reserve System. _ÑÒMonetary Policy_Ñù. http://www.federalreserve.gov/monetarypolicy/default.htm.",-4.49E-05
DFII10,Percent,"10-Year Treasury Inflation-Indexed Security, Constant Maturity","For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000638774
DFII20,Percent,"20-Year Treasury Inflation-Indexed Security, Constant Maturity","For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000605839
DFII30,Percent,"30-Year Treasury Inflation-Indexed Security, Constant Maturity","For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000854383
DFII5,Percent,"5-Year Treasury Inflation-Indexed Security, Constant Maturity","For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000562121
DFII7,Percent,"7-Year Treasury Inflation-Indexed Security, Constant Maturity","For further information regarding treasury constant maturity data, please refer to  http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000616416
DGASNYH,Dollars per Gallon,"Conventional Gasoline Prices: New York Harbor, Regular","Definitions, Sources and Explanatory Notes: http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp",0.000199809
DGASUSGULF,Dollars per Gallon,"Conventional Gasoline Prices: U.S. Gulf Coast, Regular","Definitions, Sources and Explanatory Notes: http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp",0.000199344
DGS1,Percent,1-Year Treasury Constant Maturity Rate,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000221524
DGS10,Percent,10-Year Treasury Constant Maturity Rate,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000131717
DGS1MO,Percent,1-Month Treasury Constant Maturity Rate,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.001050517
DGS2,Percent,2-Year Treasury Constant Maturity Rate,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000681679
DGS20,Percent,20-Year Treasury Constant Maturity Rate,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000613519
DGS3,Percent,3-Year Treasury Constant Maturity Rate,"For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000205808
DGS30,Percent,30-Year Treasury Constant Maturity Rate,"Yields on actively traded non-inflation-indexed issues adjusted to constant maturities. The 30-year Treasury constant maturity series was discontinued on February 18, 2002, and reintroduced on February 9, 2006. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx.",-0.000537334
